parent|child|mi|containment|jaccard|dotproduct|card1|card2|size1|size2
ckan_keywords_code|ckan_keywords_commodity|0.00415597852032|1.0|1.0|0.00248285322359|3|3|6285|6285
ckan_keywords_commodity|ckan_keywords_construction|0.00415597852032|1.0|0.0952380952380952|0.00248285322359|3|5|6285|6285
ckan_keywords_federal government|ckan_keywords_commodity|0.00415597852032|1.0|1.0|0.00248285322359|3|3|6285|6285
ckan_keywords_sell|ckan_keywords_commodity|0.00415597852032|1.0|1.0|0.00248285322359|3|3|6285|6285
ckan_keywords_common law partner|ckan_subject_labour|0.00767537494433|1.0|0.0112676056338028|0.00756143667297|2|12|6285|6285
ckan_keywords_community|ckan_keywords_education|0.0214256118653|1.0|0.40625|0.05078125|2|3|6285|6285
ckan_keywords_community facility|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|2|3|6285|6285
ckan_keywords_community infrastructure|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|2|3|6285|6285
ckan_keywords_fisheries act|ckan_keywords_compliance rate|0.00415597852032|1.0|1.0|0.0246913580247|2|2|6285|6285
ckan_keywords_accelerated parole review|ckan_keywords_conditional release|0.017084034427|1.0|0.263157894736842|0.0226757369615|4|2|6285|6285
ckan_keywords_appeal|ckan_keywords_conditional release|0.0256065021961|1.0|0.421052631578947|0.0711111111111|4|2|6285|6285
ckan_keywords_appeal decisions|ckan_keywords_conditional release|0.0256065021961|1.0|0.421052631578947|0.0711111111111|4|2|6285|6285
ckan_keywords_conditional release decisions|ckan_keywords_conditional release|0.045597663023|1.0|0.736842105263158|0.821111111111|4|3|6285|6285
ckan_keywords_conditional release review|ckan_keywords_conditional release|0.017084034427|1.0|0.263157894736842|0.0226757369615|4|2|6285|6285
ckan_keywords_day parole|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_detention|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_escorted temporary absence|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_full parole|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_hearing|ckan_keywords_conditional release|0.017084034427|1.0|0.263157894736842|0.0226757369615|4|2|6285|6285
ckan_keywords_long term supervision|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_one chance statutory release|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_parole|ckan_keywords_conditional release|0.06267144004|1.0|1.0|0.843786848073|4|4|6285|6285
ckan_keywords_revocation|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_special conditions|ckan_keywords_conditional release|0.017084034427|1.0|0.263157894736842|0.0226757369615|4|2|6285|6285
ckan_keywords_suspension|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_unescorted temporary absence|ckan_keywords_conditional release|0.0426846808597|1.0|0.684210526315789|0.0937868480726|4|3|6285|6285
ckan_keywords_conditional release|ckan_subject_law|0.06267144004|1.0|0.38|0.843786848073|4|6|6285|6285
ckan_keywords_conflict|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_nature conservation|ckan_keywords_conservation|0.00767537494433|1.0|0.666666666666667|0.0236686390533|4|2|6285|6285
ckan_keywords_habitat joint ventures|ckan_keywords_conservation programs|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_habitat joint ventures|ckan_keywords_conservation projects|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_consolidated accounts|ckan_keywords_public accounts|0.00415597852032|1.0|0.0161290322580645|0.0246913580247|2|6|6285|6285
ckan_keywords_consolidated revenue fund|ckan_keywords_transfers|0.00223711651412|1.0|0.0204081632653061|0.0123456790123|2|4|6285|6285
ckan_keywords_buy|ckan_keywords_construction|0.00415597852032|1.0|0.0952380952380952|0.00248285322359|5|3|6285|6285
ckan_keywords_registration|ckan_keywords_construction|0.00415597852032|1.0|0.0952380952380952|0.00248285322359|5|3|6285|6285
ckan_keywords_canadian construction association|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_cca|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_construction contracts|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_construction payment disclosure|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_construction-related payment|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_dcc|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_defence construction canada|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_government-industry working group on prompt payment|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_payments to contractors|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_construction industry|ckan_keywords_proactive disclosure|0.00223711651412|1.0|0.333333333333333|0.00444444444444|2|3|6285|6285
ckan_keywords_prompt payments|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_pspc|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_public services and procurement canada|ckan_keywords_construction industry|0.00223711651412|1.0|1.0|0.00444444444444|2|2|6285|6285
ckan_keywords_contract history|ckan_keywords_services|0.00639302197141|1.0|0.136363636363636|0.00692729766804|4|6|6285|6285
ckan_keywords_candidate|ckan_keywords_contribution|0.00223711651412|1.0|1.0|0.04|2|2|6285|6285
ckan_keywords_political entity|ckan_keywords_contribution|0.00223711651412|1.0|1.0|0.04|2|2|6285|6285
ckan_keywords_political party|ckan_keywords_contribution|0.00223711651412|1.0|1.0|0.04|2|2|6285|6285
ckan_keywords_contribution|ckan_subject_government_and_politics|0.00123070935269|1.0|0.0009765625|0.04|2|19|6285|6285
ckan_keywords_cooking|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_core responsibility|ckan_keywords_core responsibilities|0.0109544064086|1.0|1.0|0.0207612456747|2|2|6285|6285
ckan_keywords_prog|ckan_keywords_core responsibilities|0.0109544064086|1.0|1.0|0.0207612456747|2|2|6285|6285
ckan_keywords_program activity architecture|ckan_keywords_core responsibilities|0.0109544064086|1.0|1.0|0.0207612456747|2|2|6285|6285
ckan_keywords_corporate income tax|ckan_subject_economics_and_industry|0.0578927960769|1.0|0.0151788941091435|0.12962962963|2|21|6285|6285
ckan_keywords_corporation income tax returns|ckan_subject_economics_and_industry|0.0578927960769|1.0|0.0151788941091435|0.12962962963|2|21|6285|6285
ckan_keywords_offenders serving a sentence of two years or more|ckan_keywords_corrections|0.00415597852032|1.0|1.0|0.222222222222|2|2|6285|6285
ckan_keywords_cpa|ckan_subject_government_and_politics|0.00767537494433|1.0|0.00390625|0.00216333153056|2|19|6285|6285
ckan_keywords_create or start a business|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|2|3|6285|6285
ckan_keywords_critical infrastructure|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_radio|ckan_keywords_crtc|0.123459839554|1.0|1.0|2.16326530612|2|2|6285|6285
ckan_keywords_crude oil|ckan_keywords_crude oil light|0.00933801906022|1.0|1.0|0.2|2|2|6285|6285
ckan_keywords_crude oil heavy|ckan_keywords_crude oil light|0.00933801906022|1.0|1.0|0.2|2|2|6285|6285
ckan_keywords_crude oil light|ckan_keywords_exports|0.00933801906022|1.0|0.00675675675675676|0.2|2|5|6285|6285
ckan_keywords_customize|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_income tax revenues|ckan_keywords_debt|0.017084034427|1.0|0.588235294117647|0.0694444444444|4|2|6285|6285
ckan_keywords_investment activities|ckan_keywords_debt|0.017084034427|1.0|0.588235294117647|0.0694444444444|4|2|6285|6285
ckan_keywords_defects|ckan_keywords_transportation|0.00223711651412|1.0|0.0333333333333333|0.00826446280992|2|3|6285|6285
ckan_keywords_demography|ckan_keywords_census of population|0.0283199976571|1.0|0.189473684210526|1.125|2|4|6285|6285
ckan_keywords_ministry|ckan_keywords_department|0.124657824135|1.0|1.0|0.743339002268|4|4|6285|6285
ckan_keywords_department code|ckan_subject_government_and_politics|0.00223711651412|1.0|0.0009765625|0.00390625|2|19|6285|6285
ckan_keywords_department name|ckan_subject_government_and_politics|0.00223711651412|1.0|0.0009765625|0.00390625|2|19|6285|6285
ckan_keywords_department number|ckan_subject_government_and_politics|0.00223711651412|1.0|0.0009765625|0.00390625|2|19|6285|6285
ckan_keywords_departmental code|ckan_subject_government_and_politics|0.00223711651412|1.0|0.0009765625|0.00390625|2|19|6285|6285
ckan_keywords_departments|ckan_subject_government_and_politics|0.00223711651412|1.0|0.0009765625|0.00390625|2|19|6285|6285
ckan_keywords_deposits|ckan_keywords_transfers|0.00223711651412|1.0|0.0204081632653061|0.0123456790123|2|4|6285|6285
ckan_keywords_derailment|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_designate and manage priority habitat|ckan_keywords_nature and biodiversity - habitat|0.00223711651412|1.0|0.0555555555555556|0.00346020761246|2|7|6285|6285
ckan_keywords_develop a business|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|2|3|6285|6285
ckan_keywords_develop species recovery / management / conservation plans|ckan_keywords_species|0.00415597852032|1.0|0.133333333333333|0.0118343195266|2|5|6285|6285
ckan_keywords_development strategy|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|2|3|6285|6285
ckan_keywords_dew point temperature|ckan_subject_nature_and_environment|0.0283199976571|1.0|0.0602006688963211|0.00665680473373|2|23|6285|6285
ckan_keywords_domestic cheque|ckan_keywords_direct deposit|0.00223711651412|1.0|1.0|0.00694444444444|2|2|6285|6285
ckan_keywords_foreign cheque|ckan_keywords_direct deposit|0.00223711651412|1.0|1.0|0.00694444444444|2|2|6285|6285
ckan_keywords_direct deposit|ckan_keywords_payments|0.00223711651412|1.0|0.5|0.00694444444444|2|3|6285|6285
ckan_keywords_receiver general for canada|ckan_keywords_direct deposit|0.00223711651412|1.0|1.0|0.00694444444444|2|2|6285|6285
ckan_keywords_recipient|ckan_keywords_direct deposit|0.00223711651412|1.0|1.0|0.00694444444444|2|2|6285|6285
ckan_keywords_direction|ckan_keywords_ontario|0.0283199976571|1.0|0.0689655172413793|0.00665680473373|2|4|6285|6285
ckan_keywords_disaster|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_disposal|ckan_subject_nature_and_environment|0.00767537494433|1.0|0.0133779264214047|0.00308641975309|2|23|6285|6285
ckan_keywords_disturbance|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_downloadable data|ckan_keywords_nature and biodiversity - habitat|0.00223711651412|1.0|0.0555555555555556|0.01|2|7|6285|6285
ckan_keywords_drought|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_earthquake|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_easy-to-use|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_eat|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_economic development|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|2|3|6285|6285
ckan_keywords_economic development agency of canada for the regions of quebec|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|2|3|6285|6285
ckan_keywords_ecosystems|ckan_subject_society_and_culture|0.00288142972449|1.0|0.016|0.00937736737577|3|18|6285|6285
ckan_keywords_education|ckan_keywords_census of population|0.02565767233|0.59375|0.175925925925926|2.11111111111|3|4|6285|6285
ckan_keywords_educational assistance payment - eap|ckan_subject_government_and_politics|0.00223711651412|1.0|0.0009765625|0.00826446280992|2|19|6285|6285
ckan_keywords_emergency|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_emergency preparedness|ckan_topiccategory_geoscientific_information|0.00767537494433|1.0|0.181818181818182|0.0330578512397|2|6|6285|6285
ckan_keywords_employees|ckan_keywords_aboriginal peoples|0.00223711651412|1.0|0.0277777777777778|0.01|2|5|6285|6285
ckan_keywords_designated groups|ckan_keywords_employment equity|0.00933801906022|1.0|0.5|0.0255102040816|4|2|6285|6285
ckan_keywords_ee|ckan_keywords_employment equity|0.00933801906022|1.0|0.5|0.0255102040816|4|2|6285|6285
ckan_keywords_employment equity act|ckan_keywords_employment equity|0.00991234530913|1.0|0.5|0.0121633315306|4|3|6285|6285
ckan_keywords_employment equity|ckan_subject_labour|0.0188111232054|1.0|0.028169014084507|0.0376735356122|4|12|6285|6285
ckan_keywords_employment equity occupational groups|ckan_keywords_aboriginal peoples|0.00223711651412|1.0|0.0277777777777778|0.0277777777778|2|5|6285|6285
ckan_keywords_employment insurance operating account|ckan_keywords_public accounts|0.00415597852032|1.0|0.0161290322580645|0.0246913580247|2|6|6285|6285
ckan_keywords_energy recovery|ckan_subject_nature_and_environment|0.00767537494433|1.0|0.0133779264214047|0.00308641975309|2|23|6285|6285
ckan_keywords_entitlements|ckan_subject_labour|0.00767537494433|1.0|0.0112676056338028|0.00756143667297|2|12|6285|6285
ckan_keywords_pollution prevention|ckan_keywords_environment|0.00959412732982|1.0|0.263157894736842|0.0154320987654|9|3|6285|6285
ckan_keywords_status|ckan_keywords_environment|0.0222685939623|0.8|0.545454545454545|0.0441778170963|9|8|6285|6285
ckan_keywords_environment|ckan_subject_nature_and_environment|0.0274987798303|1.0|0.0635451505016722|0.0789000393186|9|23|6285|6285
ckan_keywords_radiation|ckan_keywords_environment and climate change canada|0.0309822309597|1.0|0.526315789473684|0.0255102040816|3|2|6285|6285
ckan_keywords_science|ckan_keywords_environment and climate change canada|0.0309822309597|1.0|0.526315789473684|0.0255102040816|3|2|6285|6285
ckan_keywords_southern ontario|ckan_keywords_environment and climate change canada|0.0592890405228|1.0|1.0|0.0321670088154|3|3|6285|6285
ckan_keywords_weather|ckan_keywords_environment and climate change canada|0.0592890405228|1.0|1.0|0.0321670088154|3|3|6285|6285
ckan_keywords_environment and climate change canada|ckan_keywords_environment canada|0.0592890405228|1.0|1.0|0.0321670088154|3|3|6285|6285
ckan_keywords_environmental indicator|ckan_keywords_biodiversity|0.00595469460432|1.0|0.375|0.00831024930748|2|5|6285|6285
ckan_keywords_toxic substances|ckan_keywords_environmental indicators|0.012217571984|1.0|0.129032258064516|0.0261884778421|14|4|6285|6285
ckan_keywords_environmental indicators; air and climate; air pollution; local; emissions; air pollutants; ammonia; facilities|ckan_keywords_pollution and waste|0.0031233253786|1.0|0.2|0.00692041522491|2|3|6285|6285
ckan_keywords_environmental performance|ckan_subject_nature_and_environment|0.00767537494433|1.0|0.0133779264214047|0.00308641975309|2|23|6285|6285
ckan_keywords_environmental phenols and triclocarban|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.00346020761246|2|10|6285|6285
ckan_keywords_environmental programs|ckan_subject_nature_and_environment|0.00767537494433|1.0|0.0133779264214047|0.00308641975309|2|23|6285|6285
ckan_keywords_environmental protection|ckan_keywords_nature and biodiversity - habitat|0.00223711651412|1.0|0.0555555555555556|0.00346020761246|2|7|6285|6285
ckan_keywords_environmental radioactivity monitoring|ckan_subject_health_and_safety|0.00595469460432|1.0|0.00674157303370787|0.0177514792899|2|10|6285|6285
ckan_keywords_genetically modified|ckan_keywords_environmental release|0.00223711651412|1.0|1.0|0.0204081632653|2|2|6285|6285
ckan_keywords_equity|ckan_topiccategory_economy|0.0136562244481|0.538461538461538|0.0526315789473684|0.0647933884298|4|9|6285|6285
ckan_keywords_ebm|ckan_keywords_eraf|0.00415597852032|1.0|1.0|0.0246913580247|2|2|6285|6285
ckan_keywords_ecosystem risk assessment framework|ckan_keywords_eraf|0.00415597852032|1.0|1.0|0.0246913580247|2|2|6285|6285
ckan_keywords_ecosystem-based management|ckan_keywords_eraf|0.00415597852032|1.0|1.0|0.0246913580247|2|2|6285|6285
ckan_keywords_ehv mpa|ckan_keywords_eraf|0.00415597852032|1.0|1.0|0.0246913580247|2|2|6285|6285
ckan_keywords_endeavour hydrothermal vents marine protected area|ckan_keywords_eraf|0.00415597852032|1.0|1.0|0.0246913580247|2|2|6285|6285
ckan_keywords_eraf pilot project|ckan_keywords_eraf|0.00415597852032|1.0|1.0|0.0246913580247|2|2|6285|6285
ckan_keywords_eraf|ckan_keywords_pacific|0.00415597852032|1.0|0.4|0.0246913580247|2|4|6285|6285
ckan_keywords_eskimo curlew; range; downloadable data|ckan_keywords_nature and biodiversity - habitat|0.00223711651412|1.0|0.0555555555555556|0.0123456790123|2|7|6285|6285
ckan_keywords_prescription drugs|ckan_keywords_expenditures|0.0335983317316|1.0|0.146666666666667|1.375|5|2|6285|6285
ckan_keywords_research|ckan_keywords_expenditures|0.075701309195|0.743589743589744|0.341176470588235|0.58|5|3|6285|6285
ckan_keywords_expenditures|ckan_subject_government_and_politics|0.103691268519|0.613333333333333|0.0850277264325323|1.80583900227|5|19|6285|6285
ckan_keywords_expenses|ckan_keywords_receiver general|0.0146716190091|1.0|0.0555555555555556|0.0335670976697|3|10|6285|6285
ckan_keywords_explosive|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_canada economic development for quebec regions|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|3|2|6285|6285
ckan_keywords_develop a region|ckan_keywords_export|0.00223711651412|1.0|0.0333333333333333|0.0016|3|2|6285|6285
ckan_keywords_export|ckan_keywords_import|0.0424463892624|0.966666666666667|0.725|0.147959183673|3|4|6285|6285
ckan_keywords_imports|ckan_keywords_exports|0.525429377261|1.0|0.993243243243243|11.4502434842|5|4|6285|6285
ckan_keywords_exports|ckan_subject_economics_and_industry|0.466049899175|1.0|0.26743765811348|11.6502434842|5|21|6285|6285
ckan_keywords_faa|ckan_subject_government_and_politics|0.00767537494433|1.0|0.00390625|0.00216333153056|2|19|6285|6285
ckan_keywords_facilities|ckan_subject_nature_and_environment|0.00767537494433|1.0|0.0133779264214047|0.00308641975309|2|23|6285|6285
ckan_keywords_pollution and waste|ckan_keywords_facility|0.0182326869248|1.0|1.0|0.0354941608997|3|3|6285|6285
ckan_keywords_fair market value|ckan_keywords_income statistics|0.0387082048497|1.0|0.254901960784314|0.108559027778|3|7|6285|6285
ckan_keywords_families|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_family|ckan_subject_health_and_safety|0.014093858937|0.888888888888889|0.0179372197309417|0.00274348422497|3|10|6285|6285
ckan_keywords_favourite|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_results|ckan_keywords_federal|0.453420970272|1.0|1.0|37.375|2|2|6285|6285
ckan_keywords_occupational injury rates|ckan_keywords_federal jurisdiction|0.00223711651412|1.0|1.0|0.111111111111|2|2|6285|6285
ckan_keywords_federal jurisdiction|ckan_subject_labour|0.00172078994326|1.0|0.0028169014084507|0.111111111111|2|12|6285|6285
ckan_keywords_basic|ckan_keywords_federal programs|0.00415597852032|1.0|1.0|0.02|2|2|6285|6285
ckan_keywords_federal provincial agreements|ckan_keywords_environment|0.0163141173569|1.0|0.473684210526316|0.0288716946474|5|9|6285|6285
ckan_keywords_program expenses|ckan_keywords_federal revenues|0.0256065021961|1.0|1.0|0.25|2|2|6285|6285
ckan_keywords_financial administration act|ckan_subject_government_and_politics|0.00767537494433|1.0|0.00390625|0.00216333153056|2|19|6285|6285
ckan_keywords_non-financial|ckan_keywords_financial position|0.00415597852032|1.0|1.0|0.0102040816327|2|2|6285|6285
ckan_keywords_radio|ckan_keywords_financial summaries|0.123459839554|1.0|1.0|2.16326530612|2|2|6285|6285
ckan_keywords_fish|ckan_topiccategory_inland_waters|0.00991234530913|1.0|0.833333333333333|0.038975011003|3|4|6285|6285
ckan_keywords_approved levels|ckan_keywords_fisheries and oceans canada|0.00415597852032|1.0|0.1|0.0138888888889|6|2|6285|6285
ckan_keywords_pacific region|ckan_keywords_fisheries and oceans canada|0.0296591155592|1.0|0.8|0.290578703704|6|5|6285|6285
ckan_keywords_fisheries and oceans canada|ckan_subject_nature_and_environment|0.0324325582266|1.0|0.0668896321070234|0.324467592593|6|23|6285|6285
ckan_keywords_defence|ckan_keywords_forms|0.00415597852032|1.0|1.0|0.222222222222|2|2|6285|6285
ckan_keywords_fps|ckan_subject_government_and_politics|0.00767537494433|1.0|0.00390625|0.00216333153056|2|19|6285|6285
ckan_keywords_free|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_fuel|ckan_keywords_gasoline|0.00933801906022|1.0|1.0|0.05|2|2|6285|6285
ckan_keywords_historical volumes|ckan_keywords_gasoline|0.00933801906022|1.0|1.0|0.05|2|2|6285|6285
ckan_keywords_jet fuel|ckan_keywords_gasoline|0.00933801906022|1.0|1.0|0.05|2|2|6285|6285
ckan_keywords_motor gasoline|ckan_keywords_gasoline|0.00933801906022|1.0|1.0|0.05|2|2|6285|6285
ckan_keywords_neb|ckan_keywords_gasoline|0.00933801906022|1.0|1.0|0.05|2|2|6285|6285
ckan_keywords_partially processed oil|ckan_keywords_gasoline|0.00933801906022|1.0|1.0|0.05|2|2|6285|6285
ckan_keywords_general ledger account|ckan_keywords_government-wide chart of accounts|0.0109544064086|1.0|0.315789473684211|0.00887573964497|2|5|6285|6285
ckan_keywords_general public|ckan_keywords_statistics|0.140733808737|1.0|0.310679611650485|0.631569801551|5|8|6285|6285
ckan_keywords_tax bracket|ckan_keywords_general public|0.0281105997151|1.0|0.208333333333333|0.3125|5|2|6285|6285
ckan_keywords_biotechnology|ckan_keywords_genetically modified|0.00223711651412|1.0|1.0|0.0204081632653|2|2|6285|6285
ckan_keywords_livestock feed|ckan_keywords_genetically modified|0.00223711651412|1.0|1.0|0.0204081632653|2|2|6285|6285
ckan_keywords_novel feed|ckan_keywords_genetically modified|0.00223711651412|1.0|1.0|0.0204081632653|2|2|6285|6285
ckan_keywords_plants with novel traits|ckan_keywords_genetically modified|0.00223711651412|1.0|1.0|0.0204081632653|2|2|6285|6285
ckan_keywords_genetically modified|ckan_subject_agriculture|0.00223711651412|1.0|0.00427350427350427|0.0204081632653|2|8|6285|6285
ckan_keywords_geographic feature|ckan_keywords_nature and biodiversity - habitat|0.00223711651412|1.0|0.0555555555555556|0.00346020761246|2|7|6285|6285
ckan_keywords_geological|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_geomagnetic storm|ckan_subject_health_and_safety|0.00223711651412|1.0|0.00224719101123596|0.0004|2|10|6285|6285
ckan_keywords_fresh water|ckan_keywords_global trends|0.00415597852032|1.0|1.0|0.0165289256198|2|2|6285|6285
ckan_keywords_protected areas|ckan_keywords_global trends|0.00415597852032|1.0|1.0|0.0165289256198|2|2|6285|6285
ckan_keywords_terrestrial|ckan_keywords_global trends|0.00415597852032|1.0|1.0|0.0165289256198|2|2|6285|6285
ckan_keywords_world database on protected areas|ckan_keywords_global trends|0.00415597852032|1.0|1.0|0.0165289256198|2|2|6285|6285
ckan_keywords_group|ckan_keywords_goods and services identification number|0.00223711651412|1.0|0.5|0.00137174211248|3|2|6285|6285
ckan_keywords_non-financial|ckan_keywords_government business enterprises|0.00415597852032|1.0|1.0|0.0102040816327|2|2|6285|6285
ckan_keywords_economic policy|ckan_keywords_government finances|0.0155934610303|1.0|0.125|0.09|3|2|6285|6285
ckan_keywords_government expenditures|ckan_keywords_government finances|0.0809513129605|1.0|0.875|0.984375|3|2|6285|6285
ckan_keywords_tax policy|ckan_keywords_government finances|0.0155934610303|1.0|0.125|0.09|3|2|6285|6285
ckan_keywords_government finances|ckan_subject_government_and_politics|0.0817442538468|1.0|0.0703125|1.074375|3|19|6285|6285
ckan_keywords_department|ckan_keywords_government of canada|0.117712152258|1.0|0.68|0.743339002268|6|4|6285|6285
ckan_keywords_external expenses|ckan_keywords_government of canada|0.0387082048497|1.0|0.208|1.04|6|2|6285|6285
ckan_keywords_public accounts|ckan_keywords_government of canada|0.179443433948|1.0|0.992|1.88073444192|6|6|6285|6285
ckan_keywords_cash reconciliation control accounts|ckan_keywords_government-wide chart of accounts|0.0109544064086|1.0|0.315789473684211|0.00887573964497|5|2|6285|6285
ckan_keywords_chart of accounts|ckan_keywords_government-wide chart of accounts|0.0331864199679|1.0|1.0|0.0501637339347|5|5|6285|6285
ckan_keywords_coa|ckan_keywords_government-wide chart of accounts|0.0331864199679|1.0|1.0|0.0501637339347|5|5|6285|6285
ckan_keywords_control accounts|ckan_keywords_government-wide chart of accounts|0.0109544064086|1.0|0.315789473684211|0.00887573964497|5|2|6285|6285
ckan_keywords_financial coding|ckan_keywords_government-wide chart of accounts|0.0331864199679|1.0|1.0|0.0501637339347|5|5|6285|6285
ckan_keywords_general ledger code|ckan_keywords_government-wide chart of accounts|0.0109544064086|1.0|0.315789473684211|0.00887573964497|5|2|6285|6285
ckan_keywords_gwcoa|ckan_keywords_government-wide chart of accounts|0.0331864199679|1.0|1.0|0.0501637339347|5|5|6285|6285
ckan_keywords_list of fra|ckan_keywords_government-wide chart of accounts|0.0109544064086|1.0|0.315789473684211|0.00887573964497|5|2|6285|6285
ckan_keywords_object|ckan_keywords_government-wide chart of accounts|0.00904509853268|1.0|0.315789473684211|0.016620498615|5|2|6285|6285
ckan_keywords_great blue heron|ckan_keywords_british columbia|0.00223711651412|1.0|0.00396825396825397|0.04|2|9|6285|6285
ckan_keywords_grocery|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_gross alpha_beta|ckan_keywords_drinking water|0.0019188985348|1.0|0.333333333333333|0.00591715976331|2|3|6285|6285
ckan_keywords_groups|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_gst-hst|ckan_keywords_naics|0.0361724926304|1.0|0.363636363636364|0.0495867768595|2|3|6285|6285
ckan_keywords_gst-hst filers|ckan_keywords_naics|0.0361724926304|1.0|0.363636363636364|0.0495867768595|2|3|6285|6285
ckan_keywords_guide|ckan_subject_health_and_safety|0.0140772932345|1.0|0.0179775280898876|0.00274348422497|2|10|6285|6285
ckan_keywords_habitats|ckan_keywords_habitat|0.0239039557512|1.0|1.0|0.0951033737048|4|4|6285|6285
